<Effat_Marashi>,<wordnet_person_100007846>
<Mohammad-Reza_Hekmat>,<wikicat_20th-century_Iranian_people>
<Mohammad-Reza_Hekmat>,<wikicat_Prime_Ministers_of_Iran>
<Mohammad-Reza_Hekmat>,<wikicat_Speakers_of_the_Islamic_Consultative_Assembly_(Iran)>
<Mohammad-Reza_Hekmat>,<wordnet_president_110467179>
<Marzieh_Vahid-Dastjerdi>,<wikicat_Government_ministers_of_Iran>
<Marzieh_Vahid-Dastjerdi>,<wikicat_Iranian_Majlis_Representatives>
<Marzieh_Vahid-Dastjerdi>,<wikicat_Iranian_academics>
<Marzieh_Vahid-Dastjerdi>,<wikicat_Iranian_physicians>
<Marzieh_Vahid-Dastjerdi>,<wikicat_Iranian_politicians>
<Marzieh_Vahid-Dastjerdi>,<wikicat_Iranian_women>
<Marzieh_Vahid-Dastjerdi>,<wikicat_Living_people>
<Marzieh_Vahid-Dastjerdi>,<wikicat_People_from_Tehran>
<Marzieh_Vahid-Dastjerdi>,<wikicat_Women_in_the_Iranian_Cabinet>
<Marzieh_Vahid-Dastjerdi>,<wordnet_officeholder_110371450>
<Alireza_Marandi>,<wikicat_Government_ministers_of_Iran>
<Alireza_Marandi>,<wikicat_Iranian_academics>
<Alireza_Marandi>,<wikicat_Iranian_physicians>
<Alireza_Marandi>,<wikicat_Living_people>
<Alireza_Marandi>,<wikicat_People_from_Isfahan>
<Alireza_Marandi>,<wordnet_officeholder_110371450>
<Mehdi_Hashemi>,<wikicat_Executed_Iranian_people>
