<Morteza_Gholi_Khan_Hedayat>,<male>,"مرتضی‌قلی‌خان هدایت"@fas
<Morteza_Mohammadkhan>,<male>,"مرتضي محمدخان"@fas
<Morteza_Motahhari>,<male>,"آيت الله مطهري"@fas
<Mostafa_Chamran>,<male>,"مصطفی چمران ساوجی"@fas
<Mostafa_Kavakebian>,<male>,"مصطفی کواکبیان"@fas
<Mostafa_Mir-Salim>,<male>,
<Mostafa_Moeen>,<male>,"مصطفی معین"@fas
<Mostafa_Mohammad-Najjar>,<male>,"محمد مصطفي نجار"@fas
<Mostafa_Pourmohammadi>,<male>,"مصطفي پورمحمدي"@fas
<Mostowfi_ol-Mamalek>,<male>,"حسن مستوفی‌الممالک"@fas
<Mousa_Chegini>,<male>,
<Mousa_Namjoo>,<male>,
<Mozaffar_Alam>,<male>,
<Mozaffar_Firouz>,,
<Mozzafar_Baghai>,<male>,"مظفر بقایی کرمانی"@fas
<Muhammad_Husayn_Tabatabaei>,,"محمد حسین طباطبایی"@fas
<Mulla_Sadra>,,"صدرالدین محمد بن ابراهیم شیرازی"@fas
<Nader_Shah>,<male>,"طهماسب قلي خان"@fas
<Naglaa_Mahmoud>,,
<Nasrollah_Entezam>,<male>,"نصرالله انتظام وزيري"@fas
<Nasr_al-Din_(Yunnan)>,<male>,
<Nasser_Hejazi>,<male>,"ناصر حجازی"@fas
<Nasser_Minachi>,<male>,
<Nasser_Moghadam>,<male>,"ناصر مقدم"@fas
<Nasser_Yeganeh>,<male>,
<Navvab_Safavi>,<male>,"مجتبي نواب صفوي"@fas
<Nematollah_Nassiri>,<male>,"سرلشكر نصيري"@fas
<Nizam_al-Mulk>,<male>,"نظام الملک طوسی"@fas
<nl/Ali_Razmara>,,
<nl/Azam-Sadat_Farahi>,,
<nl/Jafaar_Sharif-Emami>,,
<Nosrat-ollah_Jahanshahlou>,<male>,
<Noureddin_Kianouri>,<male>,"نورالدین کیانوری"@fas
<Parvaneh_Eskandari_Forouhar>,<female>,"پروانهٔ اسکندری"@fas
<Parviz_C._Radji>,<male>,
<Parviz_Davoodi>,<male>,"پرويز داودي"@fas
<Parviz_Fattah>,<male>,"سید پرویز فتاح"@fas
<Parviz_Kazemi>,<male>,"پرويز كاظمي"@fas
<Parviz_Varjavand>,<male>,"پرویز ورجاوند"@fas
<Patrick_Ali_Pahlavi>,<male>,"علي پاتريك پهلوي"@fas
<Piruz_Dilanchi>,<male>,"پیروز دیلنچی"@fas
<Prince_Sadruddin_Aga_Khan>,<male>,
<Qazi_Muhammad>,<male>,"قاضي محمد"@fas
<Rahimkhan_Chalabianloo>,<male>,
<Rahman_Dadman>,<male>,"رحمان دادمان"@fas
<Rashid-al-Din_Hamadani>,<male>,"رشید الدین فضل اللهٔ الهٔمذانی"@fas
<Rasoul_Khadem>,<male>,"رسول خادم ازغدي"@fas
<Rasoul_Movahedian>,<male>,
<Reza_Alamouti>,<male>,
<Reza_Malekzadeh>,<male>,"رضا ملك زاده"@fas
<Reza_Pahlavi>,<male>,"رضا پهلوي (پسر)"@fas
<Rezā_Shāh>,<male>,"رضا خان پهلوي"@fas
<Reza_Sheykholeslam>,<male>,"عبدالرضا شيخ الاسلامي"@fas
<Reza_Taghipour>,<male>,"رضا تقی‌پور انواری"@fas
<Reza_Zanjani>,<male>,"سید رضا زنجانی"@fas
<Roozbeh_Farahanipour>,<male>,
<Rostam_Ghasemi>,<male>,"رستم قاسمي"@fas
<Ruhollah_Khatami>,<male>,"روح‌الله خاتمی"@fas
<Ruhollah_Khomeini>,<male>,"روح‌الله خميني"@fas
<Saad_ad-Daula>,<male>,"نجفقلی بختیاری"@fas
<Sadegh_Ghotbzadeh>,<male>,"صادق قطب زاده"@fas
<Sadegh_Khalkhali>,<male>,"محمد صادق خلخالی"@fas
<Sadegh_Mahsouli>,<male>,"محمدصادق محصولي"@fas
<Sadegh_Sharafkandi>,<male>,"دكتر شرفكندي"@fas
<Sadegh_Tabatabai>,<male>,"صادق طباطبايي"@fas
<Sadeq_Khalilian>,<male>,
<Sadeq_Larijani>,<male>,"صادق لاریجانی"@fas
<Saeed_Emami>,<male>,"سعيدامامي"@fas
<Saeed_Jalili>,<male>,"سعيد جليلي"@fas
<Safdar_Hosseini>,<male>,"سید صفدر حسینی"@fas
<Safdar_Rahmat_Abadi>,<male>,
<Sattar_Khan>,<male>,"سردار ملي"@fas
<Sayyid_Ajjal_Shams_al-Din_Omar>,<male>,"سيد اجل شمس الدين"@fas
<Seyyed_Hossein_Borujerdi>,,"آیت‌الله العظمی بروجردی"@fas
<Shahnaz_Pahlavi>,<female>,"شاهدخت شهناز پهلوی"@fas
<Shah_Seyyed_Ali_Kazemi>,<male>,
<Shamseddin_Hosseini>,<male>,"سید شمس‌الدین حسینی"@fas
<Shams_Pahlavi>,,"شمس پهلوي"@fas
<Shapour_Bakhtiar>,<male>,"دکتر شاپور بختیار"@fas
<Sheikh_Ali_khan_Zangeneh>,<male>,"شیخ علی خان زنگنه"@fas
<Sheikh_Fazlollah_Noori>,<male>,"شيخ فضل الله"@fas
<Shirin_Ebadi>,<female>,"عبادي"@fas
<Shivan_Qaderi>,<male>,"شوانه قادري"@fas
<Simko_Shikak>,<male>,"اسماعیل آغا سمکو"@fas
<Tadj_ol-Molouk>,<female>,"تاج‌الملوک آیرملو"@fas
<Tahmasb_Mazaheri>,<male>,"طهماسب مظاهری"@fas
<Taqi_Arani>,<male>,"دكتر اراني"@fas
<Teymur_Bakhtiar>,<male>,"سپهبد تيمور بختيار"@fas
<Teymūr_Khan_Ayromlou>,,
<Vosough_od-Dowleh>,<male>,"حسن وثوق"@fas
<Yadollah_Javani>,<male>,
<Yahya_Ale_Eshaq>,<male>,"يحيي ال اسحاق"@fas
<Yahya_Rahim_Safavi>,<male>,"سیدیحیی صفوی"@fas
<Yasmine_Pahlavi>,,"یاسمین اعتماد امینی"@fas
<Yasser_Hashemi_Rafsanjani>,,
<Yousef_Saanei>,<male>,"ايت الله يوسف صانعي"@fas
<Zahra_Eshraghi>,,"زهرا اشراقي"@fas
<Zahra_Mostafavi_Khomeini>,,
<Zahra_Rahnavard>,<female>,"زهرارهنورد"@fas
<Zahra_Shojaei>,,
<Zia'eddin_Tabatabaee>,<male>,"سیدضیاالدین طباطبائی"@fas
<Ziaeddin_Tavakkoli>,<male>,
<Zohreh_Akhyani>,<female>,
